product_id,category,price,old_name,user_id,status,amount,base_price,region,priority
1221,Electronics,1242.29,Mouse,147.0,Cancelled,3955,1055.95,North,High
1222,Books,2207.31,Novel,24.0,Pending,3097,1926.94,West,High
1223,Groceries,912.68,Oil,231.0,Pending,4230,862.87,East,Low
1224,Sports,330.37,Bat,286.0,Pending,2877,324.1,East,High
1225,Furniture,1255.19,Desk,243.0,Completed,2828,1243.92,West,High
1226,Groceries,826.63,Oil,154.0,Completed,3319,736.34,East,Low
1227,Groceries,1774.76,Milk,170.0,Completed,3117,1674.37,North,Medium
1228,Groceries,1993.92,Sugar,243.0,Cancelled,318,1741.32,East,Low
1229,Groceries,1806.29,Oil,195.0,Completed,4394,1617.52,South,Low
1230,Furniture,1435.70,Table,226.0,Completed,255,1259.27,East,Medium
1231,Furniture,1729.35,Desk,32.0,Cancelled,3963,1598.18,South,Low
1232,Furniture,2495.33,Sofa,89.0,Pending,2670,2277.44,West,Low
1233,Clothing,1692.91,Jacket,248.0,Cancelled,2265,1442.58,South,High
1234,Clothing,569.92,Jacket,107.0,Pending,2467,477.09,West,Medium
1235,Books,1405.61,Textbook,148.0,Cancelled,2340,1184.27,North,Low
1236,Sports,2240.44,Gloves,149.0,Pending,1299,2076.58,North,Medium
1237,Sports,872.45,Bat,110.0,Pending,4024,801.53,South,Low
1238,Clothing,351.81,Jacket,125.0,Cancelled,2060,313.24,North,Low
1239,Groceries,1598.48,Oil,242.0,Pending,2805,1581.87,North,Low
1240,Furniture,2411.65,Table,244.0,Completed,3433,2017.13,West,Low
1241,Furniture,809.71,Sofa,119.0,Completed,4803,717.08,North,High
1242,Books,2335.47,Novel,96.0,Pending,4158,2318.62,East,High
1243,Electronics,1424.23,Mouse,233.0,Pending,2431,1394.31,West,High
1244,Groceries,689.36,Milk,235.0,Pending,1431,593.37,East,Low
1245,Furniture,1844.18,Table,90.0,Cancelled,1682,1592.35,West,Medium
1246,Groceries,225.98,Sugar,245.0,Completed,1251,199.3,East,High
1247,Electronics,965.10,Mouse,155.0,Pending,2800,885.94,North,Medium
1248,Sports,1734.99,Helmet,158.0,Completed,3912,1713.7,South,Medium
1249,Sports,1728.82,Helmet,114.0,Pending,3110,1532.99,South,High
1250,Books,1142.90,Novel,,Pending,3506,954.19,West,Low
1251,Sports,1907.03,Ball,270.0,Cancelled,770,1678.62,West,Low
1252,Sports,204.48,Helmet,259.0,Completed,4586,183.75,South,Low
1253,Groceries,419.70,Oil,106.0,Pending,1052,358.44,West,High
1254,Groceries,2023.64,Milk,234.0,Cancelled,3503,1855.38,North,Low
1255,Books,2019.22,Magazine,2.0,Pending,2184,1764.04,South,Low
1256,Electronics,1065.01,Phone,36.0,Cancelled,593,934.16,West,High
1257,Clothing,458.15,Shoes,192.0,Cancelled,3543,446.07,West,Medium
1258,Books,209.82,Textbook,179.0,Cancelled,1189,175.9,North,High
1259,Groceries,1326.82,Milk,12.0,Completed,128,1158.22,East,Medium
1260,Sports,1334.51,Gloves,178.0,Completed,3873,1145.82,South,Medium
1261,Furniture,90.22,Table,124.0,Cancelled,228,79.7,South,High
1262,Electronics,1121.64,Phone,23.0,Completed,2104,988.75,West,Medium
1263,Furniture,1888.42,Chair,149.0,Completed,4227,1634.69,South,Low
1264,Groceries,1447.91,Sugar,155.0,Pending,2040,1254.14,South,Low
1265,Groceries,1039.76,Oil,90.0,Cancelled,4946,985.53,West,Low
1266,Books,2431.00,Novel,269.0,Cancelled,3222,2045.75,East,Low
1267,Books,381.55,Textbook,124.0,Cancelled,3979,354.83,South,Medium
1268,Sports,2016.38,Ball,214.0,Cancelled,3480,1704.54,South,Medium
1269,Furniture,516.31,Sofa,48.0,Pending,3139,457.18,South,High
1270,Clothing,1687.44,Shoes,287.0,Completed,1641,1505.86,South,Medium
1271,Furniture,764.94,Sofa,61.0,Completed,1656,647.27,West,High
1272,Sports,997.61,Ball,195.0,Pending,2418,952.04,West,Low
1273,Sports,777.97,Helmet,51.0,Pending,3917,725.77,West,Medium
1274,Furniture,789.18,Sofa,9.0,Completed,1295,782.03,East,Low
1275,Groceries,745.03,Milk,292.0,Completed,3211,716.9,South,Medium
1276,Groceries,650.74,Sugar,236.0,Cancelled,4118,558.9,South,Low
1277,Clothing,358.50,Jeans,31.0,Completed,4541,323.17,North,High
1278,Sports,1913.20,Bat,35.0,Cancelled,1995,1767.43,South,High
1279,Furniture,939.27,Desk,250.0,Cancelled,4058,835.97,North,High
1280,Groceries,39.51,Milk,147.0,Pending,4488,35.73,North,Low
1281,Sports,2017.36,Gloves,269.0,Completed,889,1706.8,South,High
1282,Furniture,2039.88,Sofa,192.0,Pending,747,1936.35,West,Medium
1283,Groceries,2475.68,Oil,17.0,Cancelled,760,2368.68,North,Medium
1284,Books,1386.23,Textbook,43.0,Completed,1503,1370.85,West,Medium
1285,Sports,1418.98,Helmet,22.0,Completed,4426,1211.16,South,High
1286,Sports,685.03,Gloves,279.0,Cancelled,2396,578.17,North,High
1287,Clothing,2404.06,Shirt,40.0,Cancelled,3362,2151.46,East,High
1288,Groceries,1421.07,Oil,170.0,Cancelled,4528,1214.71,West,Low
1289,Furniture,1256.97,Table,224.0,Completed,900,1051.98,South,High
1290,Clothing,2422.61,Shoes,231.0,Cancelled,2339,2274.16,West,High
1291,Clothing,1085.30,Shoes,44.0,Cancelled,3213,955.42,East,High
1292,Sports,214.27,Bat,200.0,Cancelled,1363,207.86,East,Medium
1293,Electronics,22.94,Laptop,53.0,Pending,2309,21.61,South,High
1294,Furniture,1127.62,Desk,14.0,Pending,946,1015.01,North,Medium
1295,Groceries,1496.34,Rice,150.0,Pending,201,1293.42,West,Medium
1296,Electronics,1434.18,Keyboard,72.0,Pending,1488,1387.13,East,Medium
1297,Clothing,373.38,Shoes,154.0,Pending,3549,361.3,West,High
1298,Clothing,2361.11,Jacket,101.0,Pending,4964,2063.58,West,High
1299,Furniture,26.85,Sofa,169.0,Cancelled,3212,24.88,West,Medium
1300,Books,2435.82,Magazine,,Pending,1745,2371.26,West,Medium
1301,Furniture,2422.13,Desk,295.0,Cancelled,4122,2288.72,South,Medium
1302,Books,2043.07,Textbook,103.0,Completed,4719,1894.21,South,Low
1303,Groceries,2382.98,Rice,225.0,Cancelled,1817,2181.57,East,Low
1304,Electronics,1685.71,Tablet,130.0,Pending,2082,1640.06,South,Low
1305,Books,194.17,Textbook,206.0,Pending,4869,162.06,West,Low
1306,Electronics,1757.07,Headphones,56.0,Cancelled,796,1511.51,South,Low
1307,Sports,424.18,Helmet,170.0,Cancelled,3373,377.88,West,High
1308,Electronics,654.26,Laptop,298.0,Cancelled,4671,593.63,South,Medium
1309,Clothing,1163.03,Shoes,78.0,Cancelled,4199,1023.87,East,High
1310,Books,745.63,Novel,73.0,Completed,1050,629.7,East,Medium
1311,Clothing,1962.83,Shoes,50.0,Pending,4000,1777.57,West,Low
1312,Sports,804.08,Gloves,12.0,Cancelled,1042,758.53,East,Low
1313,Electronics,2325.51,Monitor,283.0,Cancelled,1529,2025.53,South,Medium
1314,Groceries,2396.57,Milk,96.0,Pending,1611,2290.36,West,Medium
1315,Electronics,1129.44,Keyboard,106.0,Completed,1859,1040.09,East,Low
1316,Electronics,2000.76,Laptop,101.0,Pending,2770,1806.75,West,High
1317,Clothing,1324.01,Shoes,201.0,Cancelled,3283,1173.95,North,Medium
1318,Clothing,1547.23,Shoes,44.0,Cancelled,2536,1330.67,South,Medium
1319,Electronics,770.40,Keyboard,262.0,Cancelled,1258,743.19,West,Medium
1320,Groceries,1441.27,Oil,89.0,Pending,4502,1328.84,South,Medium
1321,Clothing,475.88,Jeans,184.0,Cancelled,539,407.29,North,Medium
1322,Furniture,2039.89,Chair,210.0,Cancelled,4154,1710.22,West,Medium
1323,Sports,1226.86,Gloves,150.0,Completed,1906,1206.9,North,Medium
1324,Furniture,428.84,Sofa,282.0,Cancelled,4157,392.9,North,Low
1325,Electronics,1940.03,Mouse,22.0,Pending,4540,1665.75,West,Low
1326,Furniture,265.02,Desk,17.0,Completed,2538,227.29,West,Medium
1327,Clothing,1103.28,Shirt,180.0,Completed,1819,920.33,West,High
1328,Groceries,1964.27,Oil,180.0,Completed,4770,1689.4,East,Low
1329,Groceries,815.90,Oil,137.0,Pending,4791,715.19,North,High
1330,Books,2481.29,Novel,128.0,Completed,1187,2114.6,South,Low
1331,Clothing,1906.07,Jeans,296.0,Pending,1264,1678.99,East,Low
1332,Books,1135.46,Textbook,264.0,Completed,3400,1007.75,East,Low
1333,Clothing,2376.13,Shoes,235.0,Completed,863,2230.15,East,High
1334,Groceries,552.40,Milk,138.0,Completed,4152,508.69,East,Medium
1335,Clothing,1419.69,Jeans,24.0,Pending,496,1294.08,North,Low
1336,Books,319.35,Novel,1.0,Pending,3839,272.59,West,High
1337,Sports,2206.55,Ball,185.0,Pending,864,2080.92,East,High
1338,Clothing,138.95,Jeans,220.0,Cancelled,2018,123.5,North,Low
1339,Electronics,541.42,Phone,266.0,Cancelled,1952,533.11,West,High
1340,Electronics,2044.60,Headphones,245.0,Pending,1182,1707.2,North,High
1341,Books,1829.60,Novel,154.0,Pending,3111,1792.87,South,Medium
1342,Furniture,180.34,Chair,226.0,Cancelled,1444,162.08,East,Low
1343,Furniture,2300.54,Chair,45.0,Pending,1879,2048.17,North,High
1344,Electronics,885.32,Tablet,142.0,Completed,2129,815.3,North,High
1345,Groceries,1949.63,Sugar,106.0,Cancelled,2571,1713.06,South,Low
1346,Books,1618.96,Textbook,198.0,Completed,4154,1399.56,North,High
1347,Books,1488.89,Magazine,163.0,Completed,3058,1346.61,South,Medium
1348,Groceries,919.88,Milk,9.0,Pending,697,809.33,North,High
1349,Clothing,109.17,Jeans,147.0,Pending,4250,107.87,West,Medium
1350,Sports,215.25,Gloves,,Cancelled,1350,194.39,East,High
1351,Clothing,1283.15,Shirt,168.0,Completed,4494,1233.04,West,Low
1352,Sports,782.32,Bat,126.0,Completed,574,719.38,North,Medium
1353,Electronics,1534.62,Camera,62.0,Cancelled,1538,1517.91,North,Low
1354,Furniture,417.94,Table,133.0,Cancelled,4337,351.03,South,Medium
1355,Furniture,1835.01,Sofa,220.0,Completed,2844,1792.68,East,Low
1356,Electronics,1783.68,Mouse,234.0,Completed,4164,1599.24,East,High
1357,Books,425.53,Magazine,60.0,Completed,4801,412.55,South,Low
1358,Groceries,119.65,Rice,242.0,Completed,476,102.04,East,Medium
1359,Furniture,2328.59,Chair,115.0,Cancelled,3535,1987.7,East,High
1360,Books,806.64,Magazine,62.0,Cancelled,3154,692.28,North,High
1361,Furniture,2385.66,Table,160.0,Pending,2412,2353.22,East,High
1362,Groceries,29.84,Milk,125.0,Cancelled,2589,28.69,West,Medium
1363,Groceries,2494.49,Milk,126.0,Cancelled,4577,2159.4,South,High
1364,Books,590.16,Novel,172.0,Cancelled,178,551.92,North,Low
1365,Books,1820.77,Magazine,215.0,Cancelled,2051,1783.69,West,High
1366,Furniture,241.64,Sofa,191.0,Cancelled,3483,204.04,West,Low
1367,Electronics,1268.52,Laptop,291.0,Pending,713,1125.13,North,Medium
1368,Sports,599.56,Ball,168.0,Pending,3319,569.82,East,Medium
1369,Clothing,195.97,Jeans,80.0,Cancelled,992,188.33,North,High
